Job Title,Salary Estimate,Job Description,Rating,Company Name,Location
APS Level 5 - Statistical Analyst/Statistician,Employer Provided Salary:$81K - $88K,"Job Reference Number 23-BIDIV-18706
Classification APS Level 5
Job Title Statistical Analyst/Statistician
Division Benefits Integrity Division
Branch Compliance Assessment Branch
Section Strategic Policy and Behavioural Insight Section
Applications open date 13 July 2023
Applications closing date 26 July 2023




applicants must be an Australian citizen at the time an offer of employment is made
variety of pre-employment check processes, such as:
Working with Children and Vulnerable People Check.
required).",3.4,"National Health Funding Body
3.4",Canberra
Engineering Manager - Editing AI (BE/Machine Learning),$140K - $170K (Glassdoor Est.),"Join the team redefining how the world experiences design.

Hey, g'day, mabuhay, kia ora,你好, hallo, vítejte!

Thanks for stopping by. We know job hunting can be a little time consuming and you're probably keen to find out what's on offer, so we'll get straight to the point.


Where and how you can work

Our flagship campus is in Sydney. We also have a campus in Melbourne and co-working spaces in Brisbane, Perth and Adelaide. But you have choice in where and how you work. That means if you want to do your thing in the office (if you're near one), at home or a bit of both, it's up to you.",4.4,"Canva
4.4",Sydney
AI Data Scientist - Artificial Intelligence Engineer,Employer Provided Salary:$125.00 - $152.63 Per hour,"Be a part of a Pioneer AI program similar to ChatGPT.
Mostly WFH (Visit the office once or twice a month);
$1000 to $1221 per day Negotiable;
Initial 12 Months with Strong Prospect of Renewal;
Work on the very edge of latest technology;
EndUser Organization;

This team is almost a start up within a large, established end user organisation that is the biggest employer within the education sector in southern hemisphere.

They are building, from scratch, an artificial intelligence, deep learning Chatbot similar to ChatGPT and Bing but only better!

You will be joining a friendly team of Data Scientists and experts to achieve this pinnacle through various milestones within the coming months and possibly years.

You will have extensive detailed commercial experience within data science which spans across highly sophisticated software development with the use of mathematical modelling, Deep learning and statistical modelling as well as Python or similar programming languages.

In addition, you will have experience within a form of artificial intelligence Bot development, ideally GPT or Bing / Google, as well as detailed experience in the application of generative AI models.


Essential skills (must be precisely demonstrated using bullet points under each position):
Desirable but not essential experience:

If you meet the above criteria you will need to in order to secure a place in the shortlist for the interviews.

Best option is to apply using the application button. You can contact us on (02) 9687 1068 for a confidential discussion. However please ensure you have sent your resume prior to making contact.",,Infinity Pro,Sydney
Lecturer or Senior Lecturer in Data Science,Employer Provided Salary:$103K - $122K,"Reference Number223140 - Lecturer or Senior Lecturer in Data Science
Lecturer/Senior Lecturer in Data Science
School of Science & Technology - SABL
Continuing, full-time
$ 102,546 to $ 121,534 per annum (Level B) or $ 125,329 to $144,321 (Level C)
Plus 17% employer superannuation
Salary packaging options are available
Relocation assistance provided
Location: Armidale or Parramatta",2.9,"University of New England (UNE)
2.9",Armidale
Azure Platform Engineer (Data & Analytics),$48K - $127K (Glassdoor Est.),"Canberra and Remote Working
Department of Agriculture, Water and the Environment
One of our Federal Government clients is looking for Azure Platform Engineer (Data & Analytics) in Canberra and Remote Working.
We are looking for the following Skills/Experience:
Experience designing, building and maintaining cloud hosted platforms and services (Infrastructure, Platform and Software as a Service).
Experience developing, implementing, and supporting cloud infrastructure using an infrastructure as code (IaC) approach.
Experience working in Data and Analytics focused projects (Data Engineering, Storage or Data Science).",3.8,"IT Alliance Australia
3.8",Canberra
Senior Machine Learning Engineer - Deep Learning & Computer Vision,$163K - $190K (Glassdoor Est.),"As part of the AI Research and Deployment team, you’ll be helping make this the best place in the world to do applied AI.

\uD835\uDDB6\uD835\uDDC1\uD835\uDDD2 join us?

\uD83D\uDC99 Do work that matters. We’re pioneering AI technologies that help raise the standard of healthcare for millions of people every day.
\uD83C\uDF0F Well-funded and global, backed by world-class investors including Blackbird Ventures, Skip Capital and Horizon Ventures. Raised Australia’s largest Series B ($129m) in 2021.
\uD83C\uDF1FWork with a bunch of awesome, genuine people who are passionate about what they do.
\uD83D\uDCBB Flexible and remote-friendly working
\uD83D\uDE80Make a real impact. You won’t be another ‘cog in the wheel’ here. We give full trust and autonomy for you to be heard, to work on the big hairy projects – and to make a real difference.",4.2,"Harrison.ai
4.2",Sydney
CSIRO Postdoctoral Fellowship in Fairness Research in Machine Learning (FairML),Employer Provided Salary:$92K - $101K,"Acknowledgement of Country
CSIRO acknowledges the Traditional Owners of the land, sea and waters, of the area that we live and work on across Australia. We acknowledge their continuing connection to their culture and pay our respects to their Elders past and present. View our vision towards reconciliation
Child Safety
CSIRO is committed to the safety and wellbeing of all children and young people involved in our activities and programs. View our Child Safe Policy.
The Opportunity",4.1,"CSIRO
4.1",Melbourne
Senior Data Scientist,$110K - $165K (Glassdoor Est.),"GumGum is a contextual-first, global digital advertising platform that uses advanced AI technology to serve captivating creative ads that drive consumer attention, without the use of personal data. At GumGum, we don't need to know who you are to deliver relevant and engaging ads that align with your active frame of mind. We believe that a digital advertising industry based on context rather than personal data builds a more equitable and less invasive future for the internet and is better for consumers, publishers and advertisers alike. Our blueprint for the future, The Mindset Matrix™, combines the power of context and creative in digital advertising to deliver superior attention and drive consumer action without sacrificing personal data.
To be a part of this next phase of digital advertising that prioritizes data privacy, please visit www.gumgum.com/careers
The role is responsible for developing machine learning and optimisation processes and integrating them into the advertising delivery stack. These processes use historical advertising campaign data to help match Ads to URLs for the purposes of increasing the visual attention given to our client's Ads. They need to balance a range of other constraints about both the cost of media inventory and the set of competing Ad campaigns that need to be delivered.",4.4,"GumGum
4.4",Sydney
Senior Data Scientist,Employer Provided Salary:$180K,"Data Scientist (Senior)
Salary: $180k Package
Location: Sydney, CBD (Hybrid)

I am looking for an experienced Data Scientist with proven success in driving development and adoption of machine learning and analytics across the organisation to improve business outcomes.
The Senior Data Scientist is a key transformational role, helping drive the development & adoption of machine learning & analytics across the enterprise. As a key member of my clients Data Science chapter, you will support the ideation, build, development, deployment and drive the adoption of data science within the organisation. You will be joining a team with a phenomenal culture, where an innovative and entrepreneurial mindset is openly celebrated and supported.",4.2,"Charterhouse
4.2",Sydney
Data Scientist (Advanced Analytics),$95K - $150K (Glassdoor Est.),"Job tasks and responsibilities About the role: Work with customers to identify opportunities where Artificial Intelligence (AI), Machine Learning (ML), and Advanced Analytics (AA) can be applied to data and solve the customers pain points. Individually or collaborate with other team members to develop AI/ML/AA prototypes/Proof-of-Concept/Proof-of-Value to derive actionable insights from data. Collaborate with the customers and internal stakeholders to architect the overall supporting storage and compute infrastructure to support the deployment of the AI/ML/AA models, applications, and visualisation of the results. Collaborate with the relevant project managers to conceptualise, develop project scope, requirements, budget, and timeline for the implementation of the identified AI/ML/AA projects. Implement the AI/ML/AA projects and to ensure that the projects' AI/ML/AA objectives are met. Skills and experience To be considered for this role, you should have the following skills and qualifications:- Bachelors (honours) in Computer Science, Information System, Statistics, Applied Mathematics, Operations Research, or related disciplines. 10+ years experience in Artificial Intelligence (AI), Machine learning (ML) and Advanced Analytics (AA) Domain experience in Public safety, Defence, Transport, Education and healthcare are highly desirable. Smart city, social media and procurement domain experience in AI, ML, AA also highly desirable. Experience with large data sets, including statistical analyses, data visualization, data mining and data cleansing/transformation and machine learning Experience in solutions using technologies such as Hadoop/Hive/Hbase/NoSQL and developer skills in Python, Perl, and Java are highly desired Good technical understanding on Big Data Architectures (Hadoop, MPP, In-Database) Predictive analytics and Machine learning General Data science Familiarity with statistical software and programming language: SAS, SPSS, SQL, STATA, R & Python (At least 2 desirable) If you are interested please share your cv via resume@mindcloud.com.au in MS word format along with your visa status, notice period , ONLY Au citizen or PR will be considered. We do have other roles available and all roles have to be filled in June. For more jobs details please visit our website: www.mindcloud.com.au or reach us via resume@mindcloud.com.au",,Mindcloud Consultants,Sydney
LIMS Project - Data Migration Engineer (VPSG4),Employer Provided Salary:$91K - $104K,"Job Description
Location: Melbourne | Northern Metropolitan
Job type: Full time / 6 months
Organisation: Victoria Police
Salary: $91,418 - $103,725
Occupation: IT and Telecommunications
Reference: VG/E20043866",2.7,"Victoria Police
2.7",Melbourne
Machine Learning Engineer - Flexible Location,$120K - $165K (Glassdoor Est.),"About us:

The purpose of endeavourX is to bring the best of data, design and tech to make drinks experiences easy & inspiring for everyone.endeavourX operates as cross-functional agile teams solving prioritised customer problems with dedicated resources from within endeavourX & beyond.

Our agile teams are empowered to innovate and deliver an excellent experience for our customers - no matter whether they choose to shop in-store, or online. With an industry-leading technology team, backed by analytics, we’re resourceful and willing to experiment.",3.6,"ED - Group Support Functions
3.6",Darlinghurst
Senior Data Scientist,$112K - $185K (Glassdoor Est.),"Who we are…
PLAYGROUND XYZ, a Division of GumGum, is an advertising technology business headquartered in Sydney with operations in Australia, New Zealand, Singapore, London, Los Angeles and New York.
Our mission is to master the art and science of maximizing attention. To do this, we've built the world's first AI that can measure how long an ad was looked at (a metric we call Attention Time). Fueled and verified by real eye tracking data, but able to throw off the shackles of panels and instead scale infinitely across the world wide web, our AI is set to revolutionize the way that digital media is measured, bought and sold.
We're a fast growing business with every major agency group and a great list of top tier publishers using our technology. We're a team of mobile experts with an unrelenting focus on quality products and tech.",4.5,"Playground XYZ
4.5",Sydney
Research Fellow in Multiomics and Machine Learning,$95K - $111K (Glassdoor Est.),"Job Title
Research Fellow in Multiomics and Machine Learning
Job Description
An opportunity exists for a talented and motivated computational scientist to join an exciting new program developing and applying artificial intelligence and machine learning methods to analyze biomedical molecular data at Australia’s pre-eminent biomedical research institute.
About the Position
Recognizing the emerging importance of artificial intelligence and machine learning in biomedical research, WEHI is investing strongly in a new research program and is creating multiple new AI Research Fellow positions.
This position will be based in the Papenfuss Laboratory within the Computational Biology Theme. It will involve developing and applying machine learning techniques to integrate large-scale multi-omics data to identify disease subtypes and predictive biomarkers in a variety of health-related settings, including infectious disease and cancer. Projects will involve large-scale single cell or spatial omics, imaging, genome and/or other omics data. There will be opportunity for methods development.",4.5,"The Walter and Eliza Hall Institute of Medical Research
4.5",Melbourne
Senior Data Scientist,,"This State Department is one that has a huge impact, working in unison to deliver projects that change the perspective and improve the day to day living for South Australians. An opportunity has been created due to the scope of projects for a Senior Data Scientist to join the Data Science and Engineering Team.
As a Senior Data Scientist, you will play a pivotal role in driving cutting-edge work and leveraging new tools that have recently entered the market. This is an exciting opportunity to be part of a leading organisation in this field, where you will have the chance to learn and grow while making a significant impact. You will establish and integrate best practises in Data Science, driving the adoption of new methodologies and techniques ensuring that the new technologies in place are being used to their full potential. You will lead the development of models and algorithms that drive analytics across the department and work closely with Data Engineers, Analysts, and key stakeholders to maintain and further develop the data products and their use. Promoting the use of analytics through your ability to translate the techniques into commercial concepts will enable you to lead engagement with stakeholders so decisions are made with the relevant understanding of data provided. Ultimately the data you provide will help shape decisions for stakeholders at all levels that support the growth of South Australia.",3.6,"Experis
3.6",Adelaide
Senior Data Scientist,$95K - $150K (Glassdoor Est.),"Posted Date 12 September 2022
Industry Data Science
Contact Name Chris Gray
Contact Email chris@skltechnology.com.au
Permanent roles within a dynamic insurance business | Opportunity to work on projects across a number of divisions
Our client has approval for a number of Senior Data Scientist & Data Scientist roles within their Group Data division. The team is currently 4 in size and they are looking to double due to an increasing need to develop their Machine Learning and Deep Learning capabilities. They are looking for a mix of experience levels and technical strengths.",,SKL Actuarial,Sydney
Staff/Principal Machine Learning Engineer,Employer Provided Salary:$170K - $220K,"Mutinex is a startup B2B SaaS platform that provides in-depth data analytics for marketers to better understand their ROI and make better decisions with future spend.
Founded in Australia and with recent seed capital ($5 million, backed by EVP) we are growing our team to continue to improve our product, bring in new customers and increase our customer satisfaction.
We are a hybrid work environment with no set or minimum days in office and with teams in Sydney, Melbourne and expanding into the US soon.
The role
This role will lead the machine learning engineering area at Mutinex and as the owner of ML related infrastructure and pipelines, you will ensure the data scientists are able to experiment, train and deploy models with minimal friction.",,Mutinex,Redfern
Data Engineer (Machine Learning),Employer Provided Salary:$180K,"Data Engineer (Machine Learning)
Salary: $180k Package
Location: Sydney, CBD (Hybrid)

About The Company
Global leader in ecommerce technology, helping companies seize the full potential of every transaction moment to grow revenue and acquire new customers at scale. Live Nation, Groupon, Staples, Lands' End, Fanatics, UrbanStems, GoDaddy, Vistaprint and HelloFresh are among the more than 2,500 leading global businesses and advertisers that are using their solutions to drive more value through every transaction by offering highly relevant messages to their customers at the moment they are most likely to convert.

Responsibilities",4.2,"Charterhouse
4.2",Sydney
Computer Vision/Machine Learning Software Engineer C++/Python,$90K - $148K (Glassdoor Est.),"Did you get into development to make the next newest and coolest application that makes people go ""WOW"" ? Good, read on...
Algorithmic creative software work
High tech, innovative data science mechatronics startup
World class design and development

One of Sydney's most innovative startups is looking for an engineer with a particular type of vision, one who in time is going to help shape the company's future. Someone who is technically gifted, curious and keen to know the future is before it happens. Aware of real world trends; the new, the mega and interesting and have a very good idea of the effects thereof. AN individual who has the technical capability to make the future they imagine - real.





Whats on offer?
What are they looking for?
Please apply directly or send me an email at michael@mantechit.com.au for a chat, thank you",4.0,"Mantech
4.0",Sydney
"Professor in A.I & Machine Learning/Professor, Associate Professor & Senior Lecturer in Software Engineering",Employer Provided Salary:$128K,"Job no: 542570
Work type: Full-time
Location: Geelong - Waurn Ponds, Melbourne - Burwood
Categories: Engineering
Professor in Artificial Intelligence and Machine Learning/Professor in Software Engineering/Associate Professor in Software Engineering / Senior Lecturer in Software Engineering
Deakin is serious about growth and is seeking leaders in the disciplines of software engineering, and AI & machine learning who have the ambition to lead innovation in education and employability, research and industry engagement.
The School of Information Technology is positioned at the cutting edge of future industries and is home to three of the country’s leading IT strategic research centres:",4.2,"Deakin University
4.2",Melbourne
Financial Advisory - Forensic Analytics - 2024 Graduate Program (Canberra),,"Date: 25 Jul 2023

Location:
Canberra, ACT, AU

Department: Financial Advisory

Description:
Job Requisition ID: 32560

Be part of Australia’s largest cohort of graduates – meaning you’ll have a community of other grads to lean on and learn from!

Work with industry leaders, experts and top-tier clients

Work on helping to deliver the Federal Government’s most significant national programs and ensuring services reach those who truly need it

Now, more than ever, our world needs a new perspective. Tomorrow won’t be powered by yesterday’s ideas. It requires bright minds, bold ambition and boundless passion. Someone like you! Join Deloitte and help us shape a better tomorrow.

Did you know Deloitte has a Forensic practice helping clients deal with real and ever-present threats such as program integrity, governance, fraud, corruption and money laundering? We help ensure that critical national programs are successfully delivered and reach those who truly need it.

What will your typical day look like?

No two days are the same in the Forensic Analytics Graduate program. We provide consultancy and support to clients on a wide range of financial crime and regulatory issues that include money laundering, financial crime and fraud. We look for needles in the massive haystacks of data and information that can signal trouble in the making. Pretty cool, right?

Who will you be working with?

As part of the Forensic family, we're a fast-growing team of trusted advisors who help clients manage their growing regulatory and customer demands for fraud mitigation. In this diverse team, you’ll be involved in:

Data visualisation, statistical and quantitative analysis, explanatory and predictive modelling information to facilitate an informed decision-making process for clients

Continuous monitoring of client’s transactions and activities

Identification of new opportunities for clients through better utilisation of data

Enough about us, let’s talk about you.

You are an inquisitive student with a knack for solving complex problems. You also:

Have a passion for data analysis and presenting data for visual impact

Completed or may be completing a degree in Statistics, Mathematics, Data Science, Actuarial Science, Physics, IT, Engineering, Computer Science, Commerce or equivalent field(s)

Are quick to learn, naturally inquisitive and always up for a challenge

Are excited and open to learning new ways of working

Australian Residents/ New Zealand Citizens or those on a visa cannot be considered for roles in Canberra)

Why Deloitte?

At Deloitte, we focus our energy on interesting and impactful work. We’re always learning, innovating and setting the standard; making a positive difference to our clients and our society. We put coaching at the heart of what we do, helping our people grow their careers in any direction – whether it be up, moving into something new, or even moving across the world.

We embrace diversity, equity and inclusion. We have a diverse collection of people from different backgrounds, with different experiences, gender identities, abilities and thinking styles. What binds us together is a shared commitment to value everyone’s perspective and to cultivate inclusion; so that our work environment is a safe space we can all belong.

We prioritise flexibility and choice. At Deloitte, you get trust on Day 1. We know our people get their best work done when they’re in control of where and how they work, designing their work week around their client, team and personal commitments.

We help you live and work well. To support your personal and professional life, we offer a range of perks and benefits, including retail discounts, wellbeing leave, paid volunteering days, twelve flexible working options, market-leading parental leave and return to work support package.",4.0,"Deloitte
4.0",Canberra
Computer Vision/Machine Learning Developer,$80K - $119K (Glassdoor Est.),"Revolutionize computer vision technology with a laser focus on delivering cutting-edge commercial applications in real-time, real-world settings.
Seeking talented individuals experienced in real-time computer vision and image processing to work on innovative algorithms and products.
Join a dynamic and upbeat workplace, with flexible hours and absolutely no unpaid overtime!
Our office is located in Port Melbourne, a short distance from the Melbourne CBD.
What you'll do:
Develop and implement computer vision and/or machine learning algorithms to solve complex problems, using programming languages such as Python, C++, or MATLAB.",4.5,"RunTime
4.5",Melbourne
Computer Vision & Machine Learning Engineer 80-100% (m/f/d),$86K - $150K (Glassdoor Est.),"Zollikofen, Bern
Jetzt bewerben
We are one of the international market leaders for intelligent people flow solutions and meet challenges at airports, in retail, transportation and building management. Our in-house, Swiss made hardware and software for precise people counting optimize people flow while respecting data privacy. We are committed to the success of our customers and create a sense of safety and comfort for people on the move. Our highly precise 3D stereo vision technology in combination with AI is the foundation for our success. While Xovis consists 130 crew members worldwide, we have kept our start-up spirit.",3.3,"Xovis AG
3.3",Research
Artificial Intelligence / Machine Learning,$103K - $161K (Glassdoor Est.),"LOCATION:
Canberra
SALARY:
negotiable
JOB TYPE:
Contract
POSTED:
6 months ago
CATEGORY:
Artificial Intelligence/Machine Learning
DEADLINE:
July 30, 2023
JOB LEVEL:
SFIA 5",5.0,"Illuminated Solutions
5.0",Canberra
Deep Learning Software Engineer,$140K - $182K (Glassdoor Est.),"The Deep Learning Software Engineer will work in a small and dynamic team to design and implement state of the art machine learning and computer vision algorithms, including detection and classification techniques spanning a range of sensor modalities.
KEY QUALIFICATION:
Understanding of state of the art deep learning techniques
Experience in productising deep learning and/or computer vision algorithms
Expert knowledge and experience with developing algorithms that must run efficiently on resource constrained platforms
Excellent programming skills of C/C++ and possibly Python
Experience with SoCor/and GPU acceleration",4.7,"BI Group
4.7",Melbourne
LIMS Project - Data Migration Engineer (VPSG4),Employer Provided Salary:$91K - $104K,"Job Description
Location: Melbourne | Northern Metropolitan
Job type: Full time / 6 months
Organisation: Victoria Police
Salary: $91,418 - $103,725
Occupation: IT and Telecommunications
Reference: VG/E20043866",2.7,"Victoria Police
2.7",Melbourne
Senior Machine Learning Engineer - Computer Vision,$163K - $190K (Glassdoor Est.),"As part of the AI Research and Deployment team, you’ll be helping make this the best place in the world to do applied AI.

\uD835\uDDB6\uD835\uDDC1\uD835\uDDD2 join us?

\uD83D\uDC99 Do work that matters. We’re pioneering AI technologies that help raise the standard of healthcare for millions of people every day.
\uD83C\uDF0F Well-funded and global, backed by world-class investors including Blackbird Ventures, Skip Capital and Horizon Ventures. Raised Australia’s largest Series B ($129m) in 2021.
\uD83C\uDF1FWork with a bunch of awesome, genuine people who are passionate about what they do.
\uD83D\uDCBB Flexible and remote-friendly working
\uD83D\uDE80Make a real impact. You won’t be another ‘cog in the wheel’ here. We give full trust and autonomy for you to be heard, to work on the big hairy projects – and to make a real difference.",4.2,"Harrison.ai
4.2",Sydney
Machine Learning Engineer - Flexible Location,$120K - $165K (Glassdoor Est.),"About us:

The purpose of endeavourX is to bring the best of data, design and tech to make drinks experiences easy & inspiring for everyone.endeavourX operates as cross-functional agile teams solving prioritised customer problems with dedicated resources from within endeavourX & beyond.

Our agile teams are empowered to innovate and deliver an excellent experience for our customers - no matter whether they choose to shop in-store, or online. With an industry-leading technology team, backed by analytics, we’re resourceful and willing to experiment.",3.6,"ED - Group Support Functions
3.6",Darlinghurst
Azure Platform Engineer (Data & Analytics),$48K - $127K (Glassdoor Est.),"Canberra and Remote Working
Department of Agriculture, Water and the Environment
One of our Federal Government clients is looking for Azure Platform Engineer (Data & Analytics) in Canberra and Remote Working.
We are looking for the following Skills/Experience:
Experience designing, building and maintaining cloud hosted platforms and services (Infrastructure, Platform and Software as a Service).
Experience developing, implementing, and supporting cloud infrastructure using an infrastructure as code (IaC) approach.
Experience working in Data and Analytics focused projects (Data Engineering, Storage or Data Science).",3.8,"IT Alliance Australia
3.8",Canberra
Senior Machine Learning Engineer (Computer Vision),$97K - $114K (Glassdoor Est.),"Anduril is a defence technology company, bringing Silicon Valley talent and funding to the defence sector. Our technology helps our customers solve their toughest challenges by enabling them to make better, more informed decisions in life-and-death situations. We’ve assembled a diverse team of experts in artificial intelligence, computer vision, sensor fusion, optics, and data analysis to create software and hardware solutions that radically evolve the defence capabilities of the United States, and are now seeking to replicate our successes internationally with a team based in Australia. If you are passionate about solving problems that have real impact, we want you to join Anduril and help us build the future of defence capability.

At Anduril Australia we are developing unmanned systems for subsurface and other domains that will leverage unsupervised autonomy for the delivery of long endurance, multi-mission capability to our customers. These projects, including but not limited to the Extra Large Autonomous Undersea Vehicle (XL-AUV) Program, require a Senior Machine Learning Engineer with deep experience developing, testing, validating and deploying machine-learning based sensor processing and the technical toolchains they rely on. The Senior Machine Learning Engineer strives to leverage their experience to rapidly architect, design, deliver, support, and evolve next generation autonomous vehicles through the entire product life-cycle.",4.6,"ANDURIL INDUSTRIES
4.6",Sydney
Data Scientist (Advanced Analytics),$95K - $150K (Glassdoor Est.),"Job tasks and responsibilities About the role: Work with customers to identify opportunities where Artificial Intelligence (AI), Machine Learning (ML), and Advanced Analytics (AA) can be applied to data and solve the customers pain points. Individually or collaborate with other team members to develop AI/ML/AA prototypes/Proof-of-Concept/Proof-of-Value to derive actionable insights from data. Collaborate with the customers and internal stakeholders to architect the overall supporting storage and compute infrastructure to support the deployment of the AI/ML/AA models, applications, and visualisation of the results. Collaborate with the relevant project managers to conceptualise, develop project scope, requirements, budget, and timeline for the implementation of the identified AI/ML/AA projects. Implement the AI/ML/AA projects and to ensure that the projects' AI/ML/AA objectives are met. Skills and experience To be considered for this role, you should have the following skills and qualifications:- Bachelors (honours) in Computer Science, Information System, Statistics, Applied Mathematics, Operations Research, or related disciplines. 10+ years experience in Artificial Intelligence (AI), Machine learning (ML) and Advanced Analytics (AA) Domain experience in Public safety, Defence, Transport, Education and healthcare are highly desirable. Smart city, social media and procurement domain experience in AI, ML, AA also highly desirable. Experience with large data sets, including statistical analyses, data visualization, data mining and data cleansing/transformation and machine learning Experience in solutions using technologies such as Hadoop/Hive/Hbase/NoSQL and developer skills in Python, Perl, and Java are highly desired Good technical understanding on Big Data Architectures (Hadoop, MPP, In-Database) Predictive analytics and Machine learning General Data science Familiarity with statistical software and programming language: SAS, SPSS, SQL, STATA, R & Python (At least 2 desirable) If you are interested please share your cv via resume@mindcloud.com.au in MS word format along with your visa status, notice period , ONLY Au citizen or PR will be considered. We do have other roles available and all roles have to be filled in June. For more jobs details please visit our website: www.mindcloud.com.au or reach us via resume@mindcloud.com.au",,Mindcloud Consultants,Sydney
Senior Machine Learning Engineer - Deep Learning & Computer Vision,$163K - $190K (Glassdoor Est.),"As part of the AI Research and Deployment team, you’ll be helping make this the best place in the world to do applied AI.

\uD835\uDDB6\uD835\uDDC1\uD835\uDDD2 join us?

\uD83D\uDC99 Do work that matters. We’re pioneering AI technologies that help raise the standard of healthcare for millions of people every day.
\uD83C\uDF0F Well-funded and global, backed by world-class investors including Blackbird Ventures, Skip Capital and Horizon Ventures. Raised Australia’s largest Series B ($129m) in 2021.
\uD83C\uDF1FWork with a bunch of awesome, genuine people who are passionate about what they do.
\uD83D\uDCBB Flexible and remote-friendly working
\uD83D\uDE80Make a real impact. You won’t be another ‘cog in the wheel’ here. We give full trust and autonomy for you to be heard, to work on the big hairy projects – and to make a real difference.",4.2,"Harrison.ai
4.2",Sydney
Senior Data Scientist,Employer Provided Salary:$180K,"Data Scientist (Senior)
Salary: $180k Package
Location: Sydney, CBD (Hybrid)

I am looking for an experienced Data Scientist with proven success in driving development and adoption of machine learning and analytics across the organisation to improve business outcomes.
The Senior Data Scientist is a key transformational role, helping drive the development & adoption of machine learning & analytics across the enterprise. As a key member of my clients Data Science chapter, you will support the ideation, build, development, deployment and drive the adoption of data science within the organisation. You will be joining a team with a phenomenal culture, where an innovative and entrepreneurial mindset is openly celebrated and supported.",4.2,"Charterhouse
4.2",Sydney
CSIRO Postdoctoral Fellowship in Machine Learning for Additive Manufacturing Process Control,Employer Provided Salary:$92K - $101K,"Acknowledgement of Country
CSIRO acknowledges the Traditional Owners of the land, sea and waters, of the area that we live and work on across Australia. We acknowledge their continuing connection to their culture and pay our respects to their Elders past and present. View our vision towards reconciliation
Child Safety
CSIRO is committed to the safety and wellbeing of all children and young people involved in our activities and programs. View our Child Safe Policy.
The Opportunity",4.1,"CSIRO
4.1",Melbourne
Senior Machine Learning Engineer,$135K - $139K (Glassdoor Est.),"Senior Machine Learning Engineer

Permanent role
Surry Hills based with WFH flexibility
Work on a wide range of high impact projects
About us

Woolworths Group is an Australian food and everyday needs retailer employing 1900,000 team members across Asia Pacific, serving over 20 million customers across our brands every week. With more than 1,400 stores across Woolworths Supermarkets, Countdown Supermarkets (New Zealand) and BIG W brands, B2B business serving wholesale and export markets, and a range of fast-growing eCommerce businesses, Woolworths Group is Australia and New Zealand’s largest retailer.

We strive to create better experiences together for a better tomorrow for our customers and team, bringing the best of Woolworths Group and Quantium together to make data driven decisions. By partnering with Quantium, a world-class data science and advanced analytics business we’re excited about the future as we unlock the power of data to reimagine retail.

Through this partnership, we’ve created a new business called wiq who will harness the best of Woolworths Group and Quantium to reimagine retail by solving the most complex problems using data and analytics. As a team, we leverage Agile ways of working to help our team develop their skills while also making sure our team is focusing on solving the most complex problems for both our customers and team.",3.7,"WooliesX
3.7",Darlinghurst
"ANZ Business Insights, Machine Learning / Data Engineer",$100K - $145K (Glassdoor Est.),"Are you passionate about leveraging the power of data and analytics to drive business innovation and make data-driven decisions? Do you have a strong background in data mining, analysis, and machine learning? If so, we have an exciting opportunity for you!
We are seeking a highly skilled and motivated Business Insights and Machine Learning/Data Engineer (ML) to join our clients team based in Australia. As a key member of our Data and Analytics team, you will play a crucial role in providing valuable insights and supporting our product, sales, leadership, and marketing teams.
Responsibilities:
Collaborate with business units to identify opportunities for applying analytics to drive business outcomes.",,The Aicila Group,Sydney
Data Scientist,,"Data Scientist
$120,000 - $150,000 p.a
ASX 100 Australian Company
Financial Data Space

Seeking an experienced Data Science professional to advance the data, analytics and automation capabilities of this leading ASX 100 company in the Banking and Financial Services space, joining a dedicated data and analytics team within the finance domain.
Key Focus:

Simply click ""APPLY"" and submit your up to date resume, or email Jack at jack.thomas@randstad.com.au with your up to date resume for a confidential discussion. -",3.8,"Randstad
3.8",Melbourne
Senior Data Analytics Consultant,,"Our client is a leading Australian Tableau partner specialised in helping Australian companies to become more agile, competitive and profitable by unlocking the power of their business data.
Growing rapidly, they are looking for an experienced Tableau Analytics Consultant to join the team on a full-time, permanent basis.
The role:
As Senior Tableau Analytics Consultant, you will join a professional, friendly team of data specialists and be responsible for the delivery of a variety of Tableau Projects including reporting & dashboards, integration, data architecture and data science.
To be considered, you will ideally bring:",3.6,"Experis
3.6",Adelaide
PhD Scholarship – Integrating Data Science with Pandemic Modelling,Employer Provided Salary:$33K,"PhD Scholarship – Integrating Data Science with Pandemic Modelling
Job No.: 650121
Location: 553 St Kilda Road, Melbourne
Employment Type: Full-time
Duration: 3-year fixed-term appointment
Remuneration: The successful applicant will receive a tax-free stipend, at the current value of $33,000 per annum 2023 full-time rate, as per the Monash Research Training Program (RTP) Stipend.",4.2,"Monash University
4.2",Melbourne
